cellid,RBG,SLX,plate_sorted,plate_rearranged,well_sorted,well_rearranged,set_index,CI_index,index,mouse_platelabel,sort_method,sample.name,population,expdate,timepoint_tx_days,biosample_id,mouse_id,sex,start_age,tom,batch,countfolder,sample_id
SLX20556.i705_i502,RBG40317,SLX20556,plate1,plate1,A5,A5,SetA,i705_i502,N705-S502,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i706_i502,RBG40318,SLX20556,plate1,plate1,A6,A6,SetA,i706_i502,N706-S502,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i707_i502,RBG40319,SLX20556,plate1,plate1,A7,A7,SetA,i707_i502,N707-S502,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i710_i502,RBG40320,SLX20556,plate1,plate1,A8,A8,SetA,i710_i502,N710-S502,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i711_i502,RBG40321,SLX20556,plate1,plate1,A9,A9,SetA,i711_i502,N711-S502,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i712_i502,RBG40322,SLX20556,plate1,plate1,A10,A10,SetA,i712_i502,N712-S502,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i714_i502,RBG40323,SLX20556,plate1,plate1,A11,A11,SetA,i714_i502,N714-S502,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i715_i502,RBG40324,SLX20556,plate1,plate1,A12,A12,SetA,i715_i502,N715-S502,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i701_i503,RBG40325,SLX20556,plate1,plate1,B1,B1,SetA,i701_i503,N701-S503,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i702_i503,RBG40326,SLX20556,plate1,plate1,B2,B2,SetA,i702_i503,N702-S503,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i703_i503,RBG40327,SLX20556,plate1,plate1,B3,B3,SetA,i703_i503,N703-S503,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i704_i503,RBG40328,SLX20556,plate1,plate1,B4,B4,SetA,i704_i503,N704-S503,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i705_i503,RBG40329,SLX20556,plate1,plate1,B5,B5,SetA,i705_i503,N705-S503,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i706_i503,RBG40330,SLX20556,plate1,plate1,B6,B6,SetA,i706_i503,N706-S503,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i707_i503,RBG40331,SLX20556,plate1,plate1,B7,B7,SetA,i707_i503,N707-S503,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i710_i503,RBG40332,SLX20556,plate1,plate1,B8,B8,SetA,i710_i503,N710-S503,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i711_i503,RBG40333,SLX20556,plate1,plate1,B9,B9,SetA,i711_i503,N711-S503,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i712_i503,RBG40334,SLX20556,plate1,plate1,B10,B10,SetA,i712_i503,N712-S503,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i714_i503,RBG40335,SLX20556,plate1,plate1,B11,B11,SetA,i714_i503,N714-S503,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i715_i503,RBG40336,SLX20556,plate1,plate1,B12,B12,SetA,i715_i503,N715-S503,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i701_i505,RBG40337,SLX20556,plate1,plate1,C1,C1,SetA,i701_i505,N701-S505,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i702_i505,RBG40338,SLX20556,plate1,plate1,C2,C2,SetA,i702_i505,N702-S505,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i703_i505,RBG40339,SLX20556,plate1,plate1,C3,C3,SetA,i703_i505,N703-S505,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i704_i505,RBG40340,SLX20556,plate1,plate1,C4,C4,SetA,i704_i505,N704-S505,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i705_i505,RBG40341,SLX20556,plate1,plate1,C5,C5,SetA,i705_i505,N705-S505,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i706_i505,RBG40342,SLX20556,plate1,plate1,C6,C6,SetA,i706_i505,N706-S505,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i707_i505,RBG40343,SLX20556,plate1,plate1,C7,C7,SetA,i707_i505,N707-S505,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i710_i505,RBG40344,SLX20556,plate1,plate1,C8,C8,SetA,i710_i505,N710-S505,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i711_i505,RBG40345,SLX20556,plate1,plate1,C9,C9,SetA,i711_i505,N711-S505,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i712_i505,RBG40346,SLX20556,plate1,plate1,C10,C10,SetA,i712_i505,N712-S505,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i714_i505,RBG40347,SLX20556,plate1,plate1,C11,C11,SetA,i714_i505,N714-S505,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i715_i505,RBG40348,SLX20556,plate1,plate1,C12,C12,SetA,i715_i505,N715-S505,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i701_i506,RBG40349,SLX20556,plate1,plate1,D1,D1,SetA,i701_i506,N701-S506,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i702_i506,RBG40350,SLX20556,plate1,plate1,D2,D2,SetA,i702_i506,N702-S506,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i703_i506,RBG40351,SLX20556,plate1,plate1,D3,D3,SetA,i703_i506,N703-S506,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i704_i506,RBG40352,SLX20556,plate1,plate1,D4,D4,SetA,i704_i506,N704-S506,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i705_i506,RBG40353,SLX20556,plate1,plate1,D5,D5,SetA,i705_i506,N705-S506,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i706_i506,RBG40354,SLX20556,plate1,plate1,D6,D6,SetA,i706_i506,N706-S506,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i707_i506,RBG40355,SLX20556,plate1,plate1,D7,D7,SetA,i707_i506,N707-S506,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i710_i506,RBG40356,SLX20556,plate1,plate1,D8,D8,SetA,i710_i506,N710-S506,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i711_i506,RBG40357,SLX20556,plate1,plate1,D9,D9,SetA,i711_i506,N711-S506,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i712_i506,RBG40358,SLX20556,plate1,plate1,D10,D10,SetA,i712_i506,N712-S506,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i714_i506,RBG40359,SLX20556,plate1,plate1,D11,D11,SetA,i714_i506,N714-S506,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i715_i506,RBG40360,SLX20556,plate1,plate1,D12,D12,SetA,i715_i506,N715-S506,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i701_i507,RBG40361,SLX20556,plate1,plate1,E1,E1,SetA,i701_i507,N701-S507,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i702_i507,RBG40362,SLX20556,plate1,plate1,E2,E2,SetA,i702_i507,N702-S507,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i703_i507,RBG40363,SLX20556,plate1,plate1,E3,E3,SetA,i703_i507,N703-S507,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i704_i507,RBG40364,SLX20556,plate1,plate1,E4,E4,SetA,i704_i507,N704-S507,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i705_i507,RBG40365,SLX20556,plate1,plate1,E5,E5,SetA,i705_i507,N705-S507,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i706_i507,RBG40366,SLX20556,plate1,plate1,E6,E6,SetA,i706_i507,N706-S507,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i707_i507,RBG40367,SLX20556,plate1,plate1,E7,E7,SetA,i707_i507,N707-S507,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i710_i507,RBG40368,SLX20556,plate1,plate1,E8,E8,SetA,i710_i507,N710-S507,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i711_i507,RBG40369,SLX20556,plate1,plate1,E9,E9,SetA,i711_i507,N711-S507,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i712_i507,RBG40370,SLX20556,plate1,plate1,E10,E10,SetA,i712_i507,N712-S507,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i714_i507,RBG40371,SLX20556,plate1,plate1,E11,E11,SetA,i714_i507,N714-S507,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i715_i507,RBG40372,SLX20556,plate1,plate1,E12,E12,SetA,i715_i507,N715-S507,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i701_i508,RBG40373,SLX20556,plate1,plate1,F1,F1,SetA,i701_i508,N701-S508,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i702_i508,RBG40374,SLX20556,plate1,plate1,F2,F2,SetA,i702_i508,N702-S508,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i703_i508,RBG40375,SLX20556,plate1,plate1,F3,F3,SetA,i703_i508,N703-S508,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i704_i508,RBG40376,SLX20556,plate1,plate1,F4,F4,SetA,i704_i508,N704-S508,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i705_i508,RBG40377,SLX20556,plate1,plate1,F5,F5,SetA,i705_i508,N705-S508,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i706_i508,RBG40378,SLX20556,plate1,plate1,F6,F6,SetA,i706_i508,N706-S508,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i707_i508,RBG40379,SLX20556,plate1,plate1,F7,F7,SetA,i707_i508,N707-S508,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i710_i508,RBG40380,SLX20556,plate1,plate1,F8,F8,SetA,i710_i508,N710-S508,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i711_i508,RBG40381,SLX20556,plate1,plate1,F9,F9,SetA,i711_i508,N711-S508,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i712_i508,RBG40382,SLX20556,plate1,plate1,F10,F10,SetA,i712_i508,N712-S508,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i714_i508,RBG40383,SLX20556,plate1,plate1,F11,F11,SetA,i714_i508,N714-S508,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i715_i508,RBG40384,SLX20556,plate1,plate1,F12,F12,SetA,i715_i508,N715-S508,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i701_i510,RBG40385,SLX20556,plate1,plate1,G1,G1,SetA,i701_i510,N701-S510,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i702_i510,RBG40386,SLX20556,plate1,plate1,G2,G2,SetA,i702_i510,N702-S510,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
SLX20556.i703_i510,RBG40387,SLX20556,plate1,plate1,G3,G3,SetA,i703_i510,N703-S510,mouse1_100e,purity,mouse1_100e_3d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20210921,3,3dr2_SS2_1468.21.100e,1468.21.100e,female,young,pos,3dr2,./data/SS2/3dr2,3dr2_SS2
