cellid,RBG,SLX,plate_sorted,plate_rearranged,well_sorted,well_rearranged,set_index,CI_index,index,mouse_platelabel,sort_method,sample.name,population,expdate,timepoint_tx_days,biosample_id,mouse_id,sex,start_age,tom,batch,countfolder,sample_id
SLX19981.i706_i507,RBG36316,SLX19981,plate1,plate1,E6,E6,setA,i706_i507,N706-S507,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i707_i507,RBG36317,SLX19981,plate1,plate1,E7,E7,setA,i707_i507,N707-S507,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i710_i507,RBG36318,SLX19981,plate1,plate1,E8,E8,setA,i710_i507,N710-S507,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i711_i507,RBG36319,SLX19981,plate1,plate1,E9,E9,setA,i711_i507,N711-S507,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i712_i507,RBG36320,SLX19981,plate1,plate1,E10,E10,setA,i712_i507,N712-S507,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i714_i507,RBG36321,SLX19981,plate1,plate1,E11,E11,setA,i714_i507,N714-S507,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i715_i507,RBG36322,SLX19981,plate1,plate1,E12,E12,setA,i715_i507,N715-S507,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i701_i508,RBG36323,SLX19981,plate1,plate1,F1,F1,setA,i701_i508,N701-S508,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i702_i508,RBG36324,SLX19981,plate1,plate1,F2,F2,setA,i702_i508,N702-S508,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i703_i508,RBG36325,SLX19981,plate1,plate1,F3,F3,setA,i703_i508,N703-S508,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i704_i508,RBG36326,SLX19981,plate1,plate1,F4,F4,setA,i704_i508,N704-S508,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i705_i508,RBG36327,SLX19981,plate1,plate1,F5,F5,setA,i705_i508,N705-S508,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i706_i508,RBG36328,SLX19981,plate1,plate1,F6,F6,setA,i706_i508,N706-S508,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i707_i508,RBG36329,SLX19981,plate1,plate1,F7,F7,setA,i707_i508,N707-S508,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i710_i508,RBG36330,SLX19981,plate1,plate1,F8,F8,setA,i710_i508,N710-S508,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i711_i508,RBG36331,SLX19981,plate1,plate1,F9,F9,setA,i711_i508,N711-S508,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i712_i508,RBG36332,SLX19981,plate1,plate1,F10,F10,setA,i712_i508,N712-S508,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i714_i508,RBG36333,SLX19981,plate1,plate1,F11,F11,setA,i714_i508,N714-S508,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i715_i508,RBG36334,SLX19981,plate1,plate1,F12,F12,setA,i715_i508,N715-S508,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i701_i510,RBG36335,SLX19981,plate1,plate1,G1,G1,setA,i701_i510,N701-S510,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i702_i510,RBG36336,SLX19981,plate1,plate1,G2,G2,setA,i702_i510,N702-S510,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i703_i510,RBG36337,SLX19981,plate1,plate1,G3,G3,setA,i703_i510,N703-S510,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i704_i510,RBG36338,SLX19981,plate1,plate1,G4,G4,setA,i704_i510,N704-S510,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i705_i510,RBG36339,SLX19981,plate1,plate1,G5,G5,setA,i705_i510,N705-S510,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i706_i510,RBG36340,SLX19981,plate1,plate1,G6,G6,setA,i706_i510,N706-S510,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i707_i510,RBG36341,SLX19981,plate1,plate1,G7,G7,setA,i707_i510,N707-S510,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i710_i510,RBG36342,SLX19981,plate1,plate1,G8,G8,setA,i710_i510,N710-S510,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i711_i510,RBG36343,SLX19981,plate1,plate1,G9,G9,setA,i711_i510,N711-S510,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i712_i510,RBG36344,SLX19981,plate1,plate1,G10,G10,setA,i712_i510,N712-S510,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i714_i510,RBG36345,SLX19981,plate1,plate1,G11,G11,setA,i714_i510,N714-S510,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i715_i510,RBG36346,SLX19981,plate1,plate1,G12,G12,setA,i715_i510,N715-S510,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i701_i511,RBG36347,SLX19981,plate1,plate1,H1,H1,setA,i701_i511,N701-S511,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i702_i511,RBG36348,SLX19981,plate1,plate1,H2,H2,setA,i702_i511,N702-S511,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i703_i511,RBG36349,SLX19981,plate1,plate1,H3,H3,setA,i703_i511,N703-S511,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i704_i511,RBG36350,SLX19981,plate1,plate1,H4,H4,setA,i704_i511,N704-S511,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i705_i511,RBG36351,SLX19981,plate1,plate1,H5,H5,setA,i705_i511,N705-S511,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i706_i511,RBG36352,SLX19981,plate1,plate1,H6,H6,setA,i706_i511,N706-S511,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i707_i511,RBG36353,SLX19981,plate1,plate1,H7,H7,setA,i707_i511,N707-S511,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i710_i511,RBG36354,SLX19981,plate1,plate1,H8,H8,setA,i710_i511,N710-S511,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i711_i511,RBG36355,SLX19981,plate1,plate1,H9,H9,setA,i711_i511,N711-S511,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i712_i511,RBG36356,SLX19981,plate1,plate1,H10,H10,setA,i712_i511,N712-S511,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i714_i511,RBG36357,SLX19981,plate1,plate1,H11,H11,setA,i714_i511,N714-S511,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i715_i511,RBG36358,SLX19981,plate1,plate1,H12,H12,setA,i715_i511,N715-S511,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i716_i502,RBG36359,SLX19981,plate2,plate2_6,A1,A1,setB,i716_i502,N716-S502,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i718_i502,RBG36360,SLX19981,plate2,plate2_6,A2,A2,setB,i718_i502,N718-S502,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i719_i502,RBG36361,SLX19981,plate2,plate2_6,A3,A3,setB,i719_i502,N719-S502,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i720_i502,RBG36362,SLX19981,plate2,plate2_6,A4,A4,setB,i720_i502,N720-S502,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i721_i502,RBG36363,SLX19981,plate2,plate2_6,A5,A5,setB,i721_i502,N721-S502,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i722_i502,RBG36364,SLX19981,plate2,plate2_6,A6,A6,setB,i722_i502,N722-S502,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i723_i502,RBG36365,SLX19981,plate2,plate2_6,A7,A7,setB,i723_i502,N723-S502,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i724_i502,RBG36366,SLX19981,plate2,plate2_6,A8,A8,setB,i724_i502,N724-S502,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i726_i502,RBG36367,SLX19981,plate2,plate2_6,A9,A9,setB,i726_i502,N726-S502,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i727_i502,RBG36368,SLX19981,plate2,plate2_6,A10,A10,setB,i727_i502,N727-S502,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i728_i502,RBG36369,SLX19981,plate2,plate2_6,A11,A11,setB,i728_i502,N728-S502,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i729_i502,RBG36370,SLX19981,plate2,plate2_6,A12,A12,setB,i729_i502,N729-S502,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i716_i503,RBG36371,SLX19981,plate2,plate2_6,B1,B1,setB,i716_i503,N716-S503,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i718_i503,RBG36372,SLX19981,plate2,plate2_6,B2,B2,setB,i718_i503,N718-S503,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i719_i503,RBG36373,SLX19981,plate2,plate2_6,B3,B3,setB,i719_i503,N719-S503,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i720_i503,RBG36374,SLX19981,plate2,plate2_6,B4,B4,setB,i720_i503,N720-S503,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i721_i503,RBG36375,SLX19981,plate2,plate2_6,B5,B5,setB,i721_i503,N721-S503,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i722_i503,RBG36376,SLX19981,plate2,plate2_6,B6,B6,setB,i722_i503,N722-S503,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i723_i503,RBG36377,SLX19981,plate2,plate2_6,B7,B7,setB,i723_i503,N723-S503,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i724_i503,RBG36378,SLX19981,plate2,plate2_6,B8,B8,setB,i724_i503,N724-S503,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i726_i503,RBG36379,SLX19981,plate2,plate2_6,B9,B9,setB,i726_i503,N726-S503,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i727_i503,RBG36380,SLX19981,plate2,plate2_6,B10,B10,setB,i727_i503,N727-S503,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i728_i503,RBG36381,SLX19981,plate2,plate2_6,B11,B11,setB,i728_i503,N728-S503,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i729_i503,RBG36382,SLX19981,plate2,plate2_6,B12,B12,setB,i729_i503,N729-S503,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i716_i505,RBG36383,SLX19981,plate2,plate2_6,C1,C1,setB,i716_i505,N716-S505,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i718_i505,RBG36384,SLX19981,plate2,plate2_6,C2,C2,setB,i718_i505,N718-S505,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i719_i505,RBG36385,SLX19981,plate2,plate2_6,C3,C3,setB,i719_i505,N719-S505,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i720_i505,RBG36386,SLX19981,plate2,plate2_6,C4,C4,setB,i720_i505,N720-S505,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i721_i505,RBG36387,SLX19981,plate2,plate2_6,C5,C5,setB,i721_i505,N721-S505,mouse1_44g,purity,mouse1_44g_7d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,7,3d7d_SS2_146811.44g,146811.44g,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i716_i506,RBG36388,SLX19981,plate6,plate2_6,A1,D1,setB,i716_i506,N716-S506,mouse2_46f,purity,mouse2_46f_3d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,3,3d7d_SS2_146814.46f,146814.46f,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i718_i506,RBG36389,SLX19981,plate6,plate2_6,A2,D2,setB,i718_i506,N718-S506,mouse2_46f,purity,mouse2_46f_3d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,3,3d7d_SS2_146814.46f,146814.46f,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19981.i719_i506,RBG36390,SLX19981,plate6,plate2_6,A3,D3,setB,i719_i506,N719-S506,mouse2_46f,purity,mouse2_46f_3d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,3,3d7d_SS2_146814.46f,146814.46f,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
